scheme_id,scheme_name,scheme_category,scheme_category_clean,issuing_authority,issuing_authority_normalized,min_age,max_age,max_annual_income,min_age_inferred,max_age_inferred,income_inferred,allowed_occupations,allowed_social_categories,required_disability_status,state_restricted_to_normalized,gender_restricted_to,is_national_scheme,eligibility_text_clean,benefit_summary,benefit_value_estimate,benefit_value_numeric,benefit_currency,required_documents,application_url,official_source_url,last_verified_date,eligibility_verified,data_quality_score
ismpswed,Incentive Scheme for MSMEs in Powerloom Sector: Waiver of Electricity Duty,other,other,"Micro, Small & Medium Enterprises and Textiles Department","Micro, Small & Medium Enterprises and Textiles",,,,,,,,,,West Bengal,any,False,"- The Scheme shall be generally applicable to all micro, small, and medium enterprises (MSMEs) in the powerloom sector. - Enterprises must have started production from 01.01.2022 to 31.12.2024. - Enterprises should have executed a Four-party agreement with the Directorate of Textiles, Financial institution and Tantuja. - The units should be a private sector, cooperative sector and joint sector undertaking as also companies/ undertakings owned and managed by the State Government and the Industrial SHGs. - The project should be covered by a detailed feasibility report/project prepared for the purpose. - The project should have been approved and sanctioned by a Central Financial Institution or Commercial Banks or State Financial Institutions.","“Waiver of Electricity Duty” incentives under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme implemented by the Dept. of MSME & T, Government of West Bengal, aims to provide reimbursem...","₹10,00,000",1000000.0,₹,aadhaar;bank_passbook;ration_card;domicile_certificate;caste_certificate,https://wbmsmet.gov.in/home/download/YzA0YzdiMjc0YjAwYjBiMDgwYTRjYmRkOTU1MDY1NGQyNTNjM2YyYWYxMDRhNTkyYjRiMWI1YmVkZDYyOTZlN2YwNDc3ZDgwMDM5YzgxYjhmZWZiMWY2ODI0ZTNjYTUzMjU4N2YwYjViMjJiZTllZjAzYmM3NTRiZTY4ZDk0MTVjVmtvdlJCcjA0ZlpLYjZkbTlPQ0hyUTBaNGRuVzZZOXpHTlpGRkJwcUlZaDNwNXF0S01rSU4rTE5ZS3JCd3VKVmp5c1drM3hEb29QaHlXNit1Vy9CQT09,https://www.myscheme.gov.in/schemes/ismpswed,2026-07-10,False,64.7
ismpswfwa,Incentive Scheme for MSMEs in Powerloom Sector: Work Force Welfare Assistance,other,other,"Micro, Small & Medium Enterprises and Textiles Department","Micro, Small & Medium Enterprises and Textiles",,,,,,,,,,West Bengal,any,False,"- The Scheme shall be generally applicable to all micro, small, and medium enterprises (MSMEs) in the powerloom sector. - Enterprises must have started production from 01.01.2022 to 31.12.2024. - Enterprises should have executed a Four-party agreement with the Directorate of Textiles, Financial institution and Tantuja. - The units should be a private sector, cooperative sector and joint sector undertaking as also companies/ undertakings owned and managed by the State Government and the Industrial SHGs. - The project should be covered by a detailed feasibility report/ project prepared for the purpose. - The project should have been approved and sanctioned by a Central Financial Institution or Commercial Banks or State Financial Institutions.","“Work Force Welfare Assistance” incentive under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme implemented by the Dept. of MSME & T, Government of West Bengal, aims to provide reimbur...",- 100% reimbursement in first year...,100.0,₹,aadhaar;bank_passbook;ration_card;domicile_certificate;caste_certificate,https://wbmsmet.gov.in/home/download/YzA0YzdiMjc0YjAwYjBiMDgwYTRjYmRkOTU1MDY1NGQyNTNjM2YyYWYxMDRhNTkyYjRiMWI1YmVkZDYyOTZlN2YwNDc3ZDgwMDM5YzgxYjhmZWZiMWY2ODI0ZTNjYTUzMjU4N2YwYjViMjJiZTllZjAzYmM3NTRiZTY4ZDk0MTVjVmtvdlJCcjA0ZlpLYjZkbTlPQ0hyUTBaNGRuVzZZOXpHTlpGRkJwcUlZaDNwNXF0S01rSU4rTE5ZS3JCd3VKVmp5c1drM3hEb29QaHlXNit1Vy9CQT09,https://www.myscheme.gov.in/schemes/ismpswfwa,2026-07-10,False,64.7
isfsr,Incentive Scheme for Sericulture Reelers,financial_inclusion,financial_inclusion,Minorities Welfare Department,Minorities Welfare,18,55,600000.0,,,,salaried,,,Karnataka,any,False,"1. The applicant should belong to the religious minority category of the state. 1. The applicant should be a permanent resident of the state. 1. The applicant's age should be between 18 to 55 years. 1. The family income from all sources should not exceed more than ₹6,00,000/- 1. No member of the applicant's family should be a State/Central Government employee. 1. The applicant or his family members should not have availed of any loan/subsidy facility from the Corporation in the last 5 years except the Arivu education loan and Foreign Education Loan Scheme. 1. The applicant should not be a sustainer of the corporation.","The ""Incentive Scheme for Sericulture Reelers"" is aimed at improving the financial condition of minority communities involved in silk reeling and spinning. The corporation will provide loans to sup...","₹2,00,000",200000.0,₹,aadhaar;bank_passbook;income_certificate,https://kmdconline.karnataka.gov.in/Portal/login,https://www.myscheme.gov.in/schemes/isfsr,2026-07-10,False,88.2
isecvcani,Incentive Scheme For The Electricity Consumers Under Various Categories In Andaman & Nicobar Islands,other,other,Electricity Department,Electricity,,,,,,,,,,Andaman and Nicobar Islands,any,False,"- The consumers those have installed Solar Water Heating System, Rooftop Solar & Ground Mounted Solar for their domestic requirements will be considered under Green Energy. - The consumers whose energy meters are in running condition. - The calculation of saving done by the consumer shall be on the basis of past three months average consumption. - The consumers having electricity bill paid up to date will only be considered. - Ownership of the meter should be in the name of the beneficiary who should be present at the time of evaluation, if called by the department. - Only those consumers will be eligible whose minimum energy savings are more than 30%. - The highest savings done by the consumers would be eligible for the prizes. - In case the percentage saving is equal for more than one consumer, say Mr. A & Mr. B both are with 40% saving, then the winner will be selected by drawing of lots.","""Incentive Scheme For The Electricity Consumers Under Various Categories In Andaman & Nicobar Islands"" aims to reduce power consumption through demand side management and promote green energy adopt...","₹75,000",75000.0,₹,aadhaar;bank_passbook;ration_card;domicile_certificate;caste_certificate,https://vidyut.andaman.gov.in/doc/24-01-2024_38DIS.pdf,https://www.myscheme.gov.in/schemes/isecvcani,2026-07-10,False,64.7
isicsch,Incentive Scheme in Civil Service (Chhattisgarh),education,education,Social Welfare Department,Social Welfare,,,,,,,,,physical;visual;hearing;intellectual;multiple,Chhattisgarh,any,False,1. The applicant should be a resident of Chhattisgarh. 1. The applicant should have a disability of 40% or above. 1. The applicant should have passed the Union or Chhattisgarh Public Service Commission Competitive Examination.,"""Incentive Scheme in Civil Service"" aims to encourage bright and meritorious persons with disabilities to pass competitive exams in the field of civil services. Financial support is provided on pa...","₹20,000",20000.0,₹,bank_passbook;disability_certificate,https://sw.cg.gov.in/sites/default/files/civil-seva.pdf,https://www.myscheme.gov.in/schemes/isicsch,2026-07-10,False,64.7
itg,Incentive To Girls,agriculture,agriculture,Agriculture Department,Agriculture,,,,,,,student,,,Rajasthan,female,False,"1. The student should be a native of Rajasthan. 1. Schools, Colleges, and Universities are recognized by the state and state government. 1. Girl Students should not have failed in the last year. 1. The incentive amount is not payable to the girl students who leave school, college, or university in the middle of the class session.","Rajasthan State started a scheme ""Incentive for Girls"" for state students.","₹15,000",15000.0,₹,aadhaar;bank_passbook;education_marksheet,https://schemes.rajasthan.gov.in/scheme/detail/488,https://www.myscheme.gov.in/schemes/itg,2026-07-10,False,70.6
iaifcpb,Incentive to Owners of A.I. Born Female Calf through Pure Breeding in Indigenous Cow Across the State,agriculture,agriculture,"Agriculture, Farmers Welfare and Cooperation Department","Agriculture, Farmers Welfare and Cooperation",,,,,,,,,,Gujarat,any,False,1. The applicant must be from Gujarat state. 1. The applicant must be a livestock owner. 1. The female calf must be born through Artificial Insemination (A.I.) by pure breeding in indigenous cow. 1. The calf should not be more than 11 months old at the time of application. **Note:** One person per family can avail the benefit once a year for one female calf.,The scheme aims to support livestock owners in maintaining and increasing the population of indigenous cattle breeds like Gir and Kankrej.,"₹3,000",3000.0,₹,aadhaar;bank_passbook;disability_certificate;ration_card,https://agri.gujarat.gov.in/Home/SchemesDetailsPage?Id=xb5kXsJXEM4temzJx57Jxw==&domain=12ewfiAgGqKRe600IL5Z/w==,https://www.myscheme.gov.in/schemes/iaifcpb,2026-07-10,False,64.7
ioaibfcpbic,Incentive To Owners Of Artificial Insemination Born Female Calf Through Pure Breeding In Indigenous Cow,agriculture,agriculture,"Agriculture, Farmers Welfare and Cooperation Department","Agriculture, Farmers Welfare and Cooperation",,,,,,,farmer,,,Gujarat,any,False,1. The applicant should be a permanent resident of Gujarat State. 1. The applicant should be the owner of a female calf born through artificial insemination by pure breeding in indigenous cows. 1. The age of the calf should not be more than 11 months as of the date of the online application. 1. The benefit of this scheme is eligible once per year for a maximum of one calf per beneficiary.,"The scheme “Incentive to Owners of Artificial Insemination Born Female Calf through Pure Breeding in Indigenous Cow” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Go...","₹3,000",3000.0,₹,aadhaar;bank_passbook;disability_certificate;ration_card,https://doah.gujarat.gov.in/intensive-cattle-development-programme.htm,https://www.myscheme.gov.in/schemes/ioaibfcpbic,2026-07-10,False,70.6
issfb,Incentive To Saharia Students For B.Ed,education,education,Tribal Area Development Department,Tribal Area Development,,,,,,,student,st,,Rajasthan,any,False,"1. The student should be a native of Rajasthan. 1. The student should belong to Saharia class, a tribe of the Baran district of Rajasthan. 1. The student should be a regular trainee in the government / non-government BEd training institute. 1. The student's mother/father/guardian/guardian should not be a taxpayer. 1. The student who is studying while living in the hostel is run by the government. They will not be entitled to benefit under the said scheme. 1. Students should have a Vaidya Bhamashah card and Aadhaar.","In Rajasthan, ""Incentive To Saharia Students For B.Ed"" scheme is run by the ""Tribal Area Development Department"" from 2004-05.","Rs.30,000",30000.0,₹,aadhaar;caste_certificate;education_marksheet;income_certificate,https://schemes.rajasthan.gov.in/scheme/detail/400,https://www.myscheme.gov.in/schemes/issfb,2026-07-10,False,76.5
iwr,Incentive to Widow's Remarriage,pension,pension,"Women and Child Development Department, Puducherry","Women and Child Development Department, Puducherry",18,,75000.0,,,,,,,Puducherry,female,False,"1. The applicant should be a citizen of India. 1. The applicant should be a Widow. 1. The applicant should be a native of the Union Territory of Puducherry by birth or by continuous residence of not less than 5 years. 1. The applicant should not be carrying a child. 1. The applicant's annual income should not exceed ₹75,000/- per annum. 1. The bridegroom should be a bachelor or a widower. 1. The Bride and the Bridegroom should be of legal marriage age, i.e. 18 years for the Bride and 21 years for the Bridegroom.","The objective of this scheme is to encourage and support widows to remarry and lead a normal life in society. Through this scheme, eligible individuals receive financial assistance of ₹50,000/- in ...","₹50,000",50000.0,₹,aadhaar;domicile_certificate;income_certificate;ration_card;voter_id,https://edistrict.py.gov.in/User/TrackApplication.aspx,https://www.myscheme.gov.in/schemes/iwr,2026-07-10,False,76.5
imsmesaiaplsk,"Incentives by MSME Department for Setting Up of Aromatic Industries in Aroma Park located at SIIDCUL, Kashipur - Centre for Aromatic Plants",other,other,Horticulture Department,Horticulture,,,,,,,self_employed,,,Uttarakhand,any,False,1. Entrepreneurs/ individuals interested in setting up an aromatic industry in Aroma Park will be eligible under this scheme.,"The scheme aims to promote the establishment and growth of aromatic industries in Aroma Park, SIIDCUL, Kashipur by providing financial incentives, concessional facilities, and technical support to ...",₹40 lakh,40.0,₹,aadhaar;bank_passbook;ration_card;domicile_certificate;caste_certificate,https://uk.gov.in/department92/library_file/file-04-12-2023-06-02-23.pdf,https://www.myscheme.gov.in/schemes/imsmesaiaplsk,2026-07-10,False,70.6
imcsw1012chbocwwb,Incentives for Meritorious Children (Students) of Workers (10th and 12th Class) (HBOCWWB),education,education,Labour Department,Labour,,,,,,,student;daily_wage,,,Haryana,any,False,1. The applicant should be engaged in building or construction work. 1. The applicants should be registered with the Haryana Building Other Construction Workers Welfare Board. 1. The registered worker must have a minimum of one year of regular membership. 1. The worker must have an active membership with the Board. 1. The scholarship (prize money) will be provided to meritorious children of construction workers who have achieved academic excellence in the Class X/XII examination. 1. The incentive amount will be payable for up to three children.,"Under this scheme, the scholarship (prize money) in the form of fixed deposit will be provided to meritorious children of construction workers who have achieved academic excellence in Class X/XII e...","₹51,000",51000.0,₹,aadhaar;bank_passbook;caste_certificate;disability_certificate;education_marksheet;ration_card,https://hrylabour.gov.in/login/bocw,https://www.myscheme.gov.in/schemes/imcsw1012chbocwwb,2026-07-10,False,70.6
